pdb,path,url,protein,virus,method,resolution,rmsd,rwork,rfree
7kj4,pdb/surface_glycoprotein/SARS-CoV-2/7kj4,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7kj4,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.4,,,
7kj5,pdb/surface_glycoprotein/SARS-CoV-2/7kj5,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7kj5,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.6,,,
7kkk,pdb/surface_glycoprotein/SARS-CoV-2/7kkk,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7kkk,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.03,,,
7kkl,pdb/surface_glycoprotein/SARS-CoV-2/7kkl,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7kkl,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,2.85,,,
7kl9,pdb/surface_glycoprotein/SARS-CoV-2/7kl9,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7kl9,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,4.1,,,
6m3w,pdb/surface_glycoprotein/SARS-CoV/6m3w,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV/6m3w,spike protein / surface_glycoprotein,SARS-CoV,ELECTRON MICROSCOPY,0,3.9,,,
7jn5,pdb/surface_glycoprotein/SARS-CoV/7jn5,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV/7jn5,spike protein / surface_glycoprotein,SARS-CoV,X-RAY DIFFRACTION,0,2.7,,0.2111,0.2721
6zlr,pdb/surface_glycoprotein/SARS-CoV-2/6zlr,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/6zlr,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,3.09,,0.2176,0.2472
7a25,pdb/surface_glycoprotein/SARS-CoV-2/7a25,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7a25,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.06,,,
7b17,pdb/surface_glycoprotein/SARS-CoV-2/7b17,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7b17,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,4.01,,,
7b3o,pdb/surface_glycoprotein/SARS-CoV-2/7b3o,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7b3o,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.0,,0.1852,0.2245
7beh,pdb/surface_glycoprotein/SARS-CoV-2/7beh,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7beh,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.3,,0.2132,0.2296
7bei,pdb/surface_glycoprotein/SARS-CoV-2/7bei,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7bei,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.3,,0.1837,0.2319
7bej,pdb/surface_glycoprotein/SARS-CoV-2/7bej,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7bej,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.42,,0.1896,0.2314
7bek,pdb/surface_glycoprotein/SARS-CoV-2/7bek,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7bek,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.04,,0.1997,0.2195
7bel,pdb/surface_glycoprotein/SARS-CoV-2/7bel,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7bel,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.53,,0.2494,0.2856
7bem,pdb/surface_glycoprotein/SARS-CoV-2/7bem,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7bem,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.52,,0.2169,0.2469
7ben,pdb/surface_glycoprotein/SARS-CoV-2/7ben,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7ben,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.5,,0.2404,0.2822
7beo,pdb/surface_glycoprotein/SARS-CoV-2/7beo,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7beo,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,3.19,,0.2341,0.2735
7bep,pdb/surface_glycoprotein/SARS-CoV-2/7bep,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7bep,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.61,,0.2025,0.2408
7bh9,pdb/surface_glycoprotein/SARS-CoV-2/7bh9,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7bh9,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,2.9,,,
7bnm,pdb/surface_glycoprotein/SARS-CoV-2/7bnm,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7bnm,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.6,,,
7bnn,pdb/surface_glycoprotein/SARS-CoV-2/7bnn,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7bnn,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.5,,,
7bno,pdb/surface_glycoprotein/SARS-CoV-2/7bno,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7bno,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,4.2,,,
7c8j,pdb/surface_glycoprotein/SARS-CoV-2/7c8j,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7c8j,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,3.18,,0.2185,0.2708
7cab,pdb/surface_glycoprotein/SARS-CoV-2/7cab,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7cab,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.52,,,
7cac,pdb/surface_glycoprotein/SARS-CoV-2/7cac,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7cac,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.55,,,
7cm4,pdb/surface_glycoprotein/SARS-CoV-2/7cm4,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7cm4,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.71,,0.2166,0.2418
7cwl,pdb/surface_glycoprotein/SARS-CoV-2/7cwl,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7cwl,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.8,,,
7cwm,pdb/surface_glycoprotein/SARS-CoV-2/7cwm,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7cwm,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.6,,,
7cwn,pdb/surface_glycoprotein/SARS-CoV-2/7cwn,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7cwn,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.2,,,
7cwo,pdb/surface_glycoprotein/SARS-CoV-2/7cwo,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7cwo,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.9,,,
7cws,pdb/surface_glycoprotein/SARS-CoV-2/7cws,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7cws,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.4,,,
7cwu,pdb/surface_glycoprotein/SARS-CoV-2/7cwu,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7cwu,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.5,,,
7czp,pdb/surface_glycoprotein/SARS-CoV-2/7czp,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7czp,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.0,,,
7czq,pdb/surface_glycoprotein/SARS-CoV-2/7czq,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7czq,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,2.8,,,
7czr,pdb/surface_glycoprotein/SARS-CoV-2/7czr,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7czr,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.5,,,
7czs,pdb/surface_glycoprotein/SARS-CoV-2/7czs,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7czs,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.6,,,
7czt,pdb/surface_glycoprotein/SARS-CoV-2/7czt,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7czt,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,2.7,,,
7czu,pdb/surface_glycoprotein/SARS-CoV-2/7czu,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7czu,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.4,,,
7czv,pdb/surface_glycoprotein/SARS-CoV-2/7czv,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7czv,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.3,,,
7czw,pdb/surface_glycoprotein/SARS-CoV-2/7czw,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7czw,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,2.8,,,
7czx,pdb/surface_glycoprotein/SARS-CoV-2/7czx,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7czx,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,2.8,,,
7czy,pdb/surface_glycoprotein/SARS-CoV-2/7czy,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7czy,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.3,,,
7czz,pdb/surface_glycoprotein/SARS-CoV-2/7czz,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7czz,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.2,,,
7d00,pdb/surface_glycoprotein/SARS-CoV-2/7d00,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7d00,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.0,,,
7d03,pdb/surface_glycoprotein/SARS-CoV-2/7d03,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7d03,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.2,,,
7d0b,pdb/surface_glycoprotein/SARS-CoV-2/7d0b,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7d0b,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.9,,,
7d0c,pdb/surface_glycoprotein/SARS-CoV-2/7d0c,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7d0c,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.4,,,
7d0d,pdb/surface_glycoprotein/SARS-CoV-2/7d0d,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7d0d,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.8,,,
7d2z,pdb/surface_glycoprotein/SARS-CoV-2/7d2z,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7d2z,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,1.97,,0.1822,0.207
7d30,pdb/surface_glycoprotein/SARS-CoV-2/7d30,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7d30,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.1,,0.1949,0.2359
7dcc,pdb/surface_glycoprotein/SARS-CoV-2/7dcc,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7dcc,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,4.3,,,
7dcx,pdb/surface_glycoprotein/SARS-CoV-2/7dcx,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7dcx,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,5.9,,,
7dd2,pdb/surface_glycoprotein/SARS-CoV-2/7dd2,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7dd2,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,5.6,,,
7dd8,pdb/surface_glycoprotein/SARS-CoV-2/7dd8,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7dd8,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,7.5,,,
7ddd,pdb/surface_glycoprotein/SARS-CoV-2/7ddd,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7ddd,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.0,,,
7ddn,pdb/surface_glycoprotein/SARS-CoV-2/7ddn,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7ddn,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,6.3,,,
7df3,pdb/surface_glycoprotein/SARS-CoV-2/7df3,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7df3,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,2.7,,,
7df4,pdb/surface_glycoprotein/SARS-CoV-2/7df4,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7df4,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.8,,,
7dk3,pdb/surface_glycoprotein/SARS-CoV-2/7dk3,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7dk3,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,6.0,,,
7dk4,pdb/surface_glycoprotein/SARS-CoV-2/7dk4,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7dk4,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.8,,,
7dk5,pdb/surface_glycoprotein/SARS-CoV-2/7dk5,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7dk5,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,13.5,,,
7dk6,pdb/surface_glycoprotein/SARS-CoV-2/7dk6,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7dk6,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,4.3,,,
7dk7,pdb/surface_glycoprotein/SARS-CoV-2/7dk7,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7dk7,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,9.7,,,
7dmu,pdb/surface_glycoprotein/SARS-CoV-2/7dmu,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7dmu,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,3.2,,0.1788,0.1979
7dpm,pdb/surface_glycoprotein/SARS-CoV-2/7dpm,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7dpm,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,3.3,,0.2174,0.2633
7eam,pdb/surface_glycoprotein/SARS-CoV-2/7eam,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7eam,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,1.4,,0.174,0.1807
7jvb,pdb/surface_glycoprotein/SARS-CoV-2/7jvb,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7jvb,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,3.287,,0.2813,0.3222
7jwy,pdb/surface_glycoprotein/SARS-CoV-2/7jwy,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7jwy,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,2.5,,,
7kfv,pdb/surface_glycoprotein/SARS-CoV-2/7kfv,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7kfv,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.1,,0.183,0.2155
7kfw,pdb/surface_glycoprotein/SARS-CoV-2/7kfw,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7kfw,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.77,,0.1893,0.2293
7kfx,pdb/surface_glycoprotein/SARS-CoV-2/7kfx,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7kfx,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.22,,0.1909,0.2261
7kfy,pdb/surface_glycoprotein/SARS-CoV-2/7kfy,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7kfy,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.157,,0.2054,0.2486
7kgj,pdb/surface_glycoprotein/SARS-CoV-2/7kgj,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7kgj,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.3,,0.1859,0.2163
7kgk,pdb/surface_glycoprotein/SARS-CoV-2/7kgk,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7kgk,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.6,,0.258,0.2764
7klg,pdb/surface_glycoprotein/SARS-CoV-2/7klg,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7klg,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,3.05,,0.2709,0.2902
7klh,pdb/surface_glycoprotein/SARS-CoV-2/7klh,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7klh,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.88,,0.2561,0.2835
7klw,pdb/surface_glycoprotein/SARS-CoV-2/7klw,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7klw,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.6,,0.2061,0.2548
7kmb,pdb/surface_glycoprotein/SARS-CoV-2/7kmb,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7kmb,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.39,,,
7kmg,pdb/surface_glycoprotein/SARS-CoV-2/7kmg,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7kmg,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,2.16,,0.2086,0.2571
7kmh,pdb/surface_glycoprotein/SARS-CoV-2/7kmh,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7kmh,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,1.72,,0.1939,0.2423
7kmi,pdb/surface_glycoprotein/SARS-CoV-2/7kmi,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7kmi,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,1.73,,0.1859,0.2172
7kmk,pdb/surface_glycoprotein/SARS-CoV-2/7kmk,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7kmk,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,4.2,,,
7kml,pdb/surface_glycoprotein/SARS-CoV-2/7kml,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7kml,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.8,,,
7kms,pdb/surface_glycoprotein/SARS-CoV-2/7kms,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7kms,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.64,,,
7kmz,pdb/surface_glycoprotein/SARS-CoV-2/7kmz,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7kmz,spike protein / surface_glycoprotein,SARS-CoV-2,ELECTRON MICROSCOPY,0,3.62,,,
7kn5,pdb/surface_glycoprotein/SARS-CoV-2/7kn5,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7kn5,spike protein / surface_glycoprotein,SARS-CoV-2,X-RAY DIFFRACTION,0,1.87,,0.1768,0.2133
